  1.4670000e+03   2.8293083e+05  -4.9031700e-03  -8.9718300e-03   2.8016330e-03  -1.1438092e-01  -3.1489718e-02   9.8433590e+00
   1.4670000e+03   2.8293084e+05   1.1157360e-03  -8.1859620e-03   1.0914540e-03  -2.7858087e-01   3.8794644e-02   9.5350332e+00
   1.4670000e+03   2.8293085e+05   3.4827590e-03  -2.6901200e-04  -2.2406300e-04  -1.9614348e-01   3.7399970e-03   9.8433307e+00
   1.4670000e+03   2.8293086e+05   1.8820160e-03  -2.1293930e-03  -2.3234810e-03  -1.5514532e-01  -3.1553290e-02   9.8818906e+00
   1.4670000e+03   2.8293087e+05   3.1056690e-03   5.6484800e-03  -6.3133320e-03  -1.5514532e-01  -3.1553290e-02   9.8818906e+00
   1.4670000e+03   2.8293088e+05   4.8082490e-03   1.1128349e-02  -6.5857850e-03  -2.7858087e-01   3.8794644e-02   9.5350332e+00
   1.4670000e+03   2.8293089e+05   4.3080990e-03   1.6203281e-02  -5.4096260e-03  -1.9622759e-01   3.7184802e-03   9.8047971e+00
   1.4670000e+03   2.8293090e+05  -6.5481200e-04   2.1968357e-02  -3.8780500e-03  -1.5521085e-01   3.8466025e-03   9.8818671e+00
   1.4670000e+03   2.8293091e+05  -2.6116400e-04   2.3694527e-02  -3.2651750e-03  -1.1429583e-01  -3.1468201e-02   9.8818925e+00
   1.4670000e+03   2.8293092e+05   1.4538760e-03   2.2438849e-02  -2.5894890e-03  -2.3756316e-01   3.8923744e-02   9.6121032e+00
   1.4670000e+03   2.8293093e+05   1.2623810e-03   1.6931413e-02  -2.2029240e-03  -1.9614348e-01   3.7399970e-03   9.8433307e+00
   1.4670000e+03   2.8293094e+05  -4.9788000e-04   1.0275618e-02  -2.9054340e-03  -1.5522943e-01  -3.1574807e-02   9.8433571e+00
   1.4670000e+03   2.8293095e+05  -1.2357770e-03   9.9273350e-03  -3.2288920e-03  -1.1421172e-01  -3.1445707e-02   9.9204270e+00
   1.4670000e+03   2.8293096e+05  -1.4611400e-04   2.5971280e-03  -1.1432170e-03  -2.7866498e-01   3.8773127e-02   9.4964997e+00
   1.4670000e+03   2.8293097e+05  -1.7926040e-03   1.9799920e-03   7.3323000e-04  -2.3699297e-01   3.6549081e-03   9.8433277e+00
   1.4670000e+03   2.8293098e+05  -4.9430460e-03  -4.3038710e-03   1.1250940e-03  -1.5522943e-01  -3.1574807e-02   9.8433571e+00
   1.4670000e+03   2.8293099e+05  -1.7825580e-03  -3.8878580e-03   1.5377280e-03  -1.1429583e-01  -3.1468201e-02   9.8818925e+00
   1.4670000e+03   2.8293100e+05   1.3180860e-03  -3.3435220e-03   2.4787050e-03  -2.3773236e-01   3.8880711e-02   9.5350362e+00
   1.4670000e+03   2.8293101e+05   3.2167700e-04  -3.2936270e-03   3.0739260e-03  -1.9622759e-01   3.7184802e-03   9.8047971e+00
   1.4670000e+03   2.8293102e+05  -9.2618100e-04  -5.1296910e-03   9.1858900e-04  -1.9599481e-01  -3.1638379e-02   9.8818876e+00
   1.4670000e+03   2.8293103e+05   2.8474800e-04  -2.0508000e-03  -2.7782700e-04  -1.5521085e-01   3.8466025e-03   9.8818671e+00
   1.4670000e+03   2.8293104e+05   4.5776440e-03  -3.0429980e-03  -1.1964270e-03  -2.7851632e-01   3.3947514e-03   9.5350567e+00
   1.4670000e+03   2.8293105e+05   3.6793910e-03   4.0871090e-03   5.3526000e-04  -1.9622759e-01   3.7184802e-03   9.8047971e+00
   1.4670000e+03   2.8293106e+05  -6.5448300e-04   3.3033500e-03   9.6695100e-04  -1.5522943e-01  -3.1574807e-02   9.8433571e+00
   1.4670000e+03   2.8293107e+05  -9.4276700e-04   1.0900291e-02   1.6044000e-03  -1.1436136e-01   3.9326694e-03   9.8818700e+00
   1.4670000e+03   2.8293108e+05   6.1585500e-04   1.3837344e-02   3.2742710e-03  -2.3756316e-01   3.8923744e-02   9.6121032e+00
   1.4670000e+03   2.8293109e+05   1.0853380e-03   1.4598816e-02   4.4444670e-03  -1.9614348e-01   3.7399970e-03   9.8433307e+00
   1.4670000e+03   2.8293110e+05  -1.6649110e-03   1.1044358e-02   3.2335310e-03  -1.5514532e-01  -3.1553290e-02   9.8818906e+00
   1.4670000e+03   2.8293111e+05   1.0285000e-05   7.8193270e-03   2.7491610e-03  -1.5514532e-01  -3.1553290e-02   9.8818906e+00
   1.4670000e+03   2.8293112e+05   9.8833700e-04   7.0367330e-03   3.4383070e-03  -2.3781647e-01   3.8858216e-02   9.4965027e+00
   1.4670000e+03   2.8293113e+05  -4.5449130e-03   6.5860410e-03   5.7276640e-03  -2.3699297e-01   3.6549081e-03   9.8433277e+00
   1.4670000e+03   2.8293114e+05  -8.4979400e-03   4.2633480e-03   6.2077490e-03  -1.5514532e-01  -3.1553290e-02   9.8818906e+00
   1.4670000e+03   2.8293115e+05  -7.4511370e-03   6.3881100e-03   6.2968790e-03  -1.1429583e-01  -3.1468201e-02   9.8818925e+00
   1.4670000e+03   2.8293116e+05  -1.2192620e-03  -7.9016000e-05   7.4054490e-03  -2.3773236e-01   3.8880711e-02   9.5350362e+00
   1.4670000e+03   2.8293117e+05  -9.1328300e-04  -6.1078200e-04   7.5748010e-03  -1.9614348e-01   3.7399970e-03   9.8433307e+00
   1.4670000e+03   2.8293118e+05  -3.0238350e-03  -7.0506020e-03   6.4065180e-03  -1.5514532e-01  -3.1553290e-02   9.8818906e+00
   1.4670000e+03   2.8293119e+05  -3.2980000e-05  -6.3000160e-03   2.4022740e-03  -1.9614348e-01   3.7399970e-03   9.8433307e+00
   1.4670000e+03   2.8293120e+05   3.7964090e-03  -3.4761800e-03   2.1514880e-03  -2.7860043e-01   3.3732347e-03   9.4965232e+00
